Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:32:24,000","00:32:26,000",بيجي الطرف الأول اللي طالب الدعوة,بيجي الطرف الأول اللي طالب الدعوة,بيجي الطرف الأول اللي طالب الدعوة,neutral,neutral
"00:32:26,000","00:32:28,000",يكون عنده حس النية,يكون عنده حس النية,He has a sense of intent,curiosity,mild
"00:32:28,000","00:32:30,000",وجاي يبرق زمته,وجاي يبرق زمته,And Jay brings his time,neutral,neutral
"00:32:30,000","00:32:32,000",وجاي يفتح صفحة جديدة,وجاي يفتح صفحة جديدة,And Jay opens a new page,optimism,mild
"00:32:32,000","00:32:34,000",هلا الطرف الثاني مش حابه,هلا الطرف الثاني مش حابه,"Hey, the second party is not like",disapproval,mild
"00:32:34,000","00:32:36,000",خلاص أنت,خلاص أنت,You are salvation,admiration,mild
"00:32:36,000","00:32:38,000",إذا مش حابه ما فيني أنا أفرض عليك,إذا مش حابه ما فيني أنا أفرض عليك,"If you don't like me, I impose on you",annoyance,moderate
"00:32:38,000","00:32:40,000",حاولت حاولت,حاولت حاولت,I tried I tried,optimism,moderate
"00:32:40,000","00:32:42,000",بقى خلينا,بقى خلينا,Let us remain,neutral,neutral
"00:32:42,000","00:32:44,000",يا مشيرة حاولت,يا مشيرة حاولت,"Oh Mushira, I tried",remorse,mild
"00:32:44,000","00:32:46,000",إزاك الله خير,إزاك الله خير,May God bless you,gratitude,moderate
"00:32:46,000","00:32:48,000",بقى أنت إذا إلي لكلمتين,بقى أنت إذا إلي لكلمتين,You stayed for two words,neutral,neutral
"00:32:48,000","00:32:50,000",بالأخير عسى ولا عل,بالأخير عسى ولا عل,"Finally, perhaps not",neutral,neutral
"00:32:50,000","00:32:52,000",وإلا كل واحدة بترجع,وإلا كل واحدة بترجع,"Otherwise, each one will return",neutral,neutral
"00:32:52,000","00:32:54,000",إلى بيتها كما جئتوا,إلى بيتها كما جئتوا,To her home as they came,neutral,neutral
"00:32:54,000","00:32:56,000",خليكن منشوف بعدين الزمن,خليكن منشوف بعدين الزمن,"Khalk, afternoon, then time",neutral,neutral
"00:32:56,000","00:32:58,000",شو بيعمل يمكن بفرصة تانية,شو بيعمل يمكن بفرصة تانية,What can you do with another opportunity,curiosity,mild
"00:32:58,000","00:33:00,000",أبوها الزمن خلاص يعني,أبوها الزمن خلاص يعني,"Her father, time, salvation",neutral,neutral
"00:33:00,000","00:33:02,000",الحكاية تمت خمسة سنة,الحكاية تمت خمسة سنة,The story was five years old,neutral,neutral
"00:33:02,000","00:33:04,000",والخمسة سنة قلت أخليها براحة,والخمسة سنة قلت أخليها براحة,And the five years I said to leave it comfortably,relief,mild
"00:33:04,000","00:33:06,000",الزمن كفي لأنه شوية شوية,الزمن كفي لأنه شوية شوية,Time is enough because it is a little bit,neutral,neutral
"00:33:06,000","00:33:08,000",الأمور تصلح فهي رافضة,الأمور تصلح فهي رافضة,"Things are suitable, they are rejected",disapproval,mild
"00:33:08,000","00:33:10,000",فآخر حل,فآخر حل,Finally solve,relief,mild
"00:33:10,000","00:33:12,000",اللي يوتوا قدامي هو البرنامج ده,اللي يوتوا قدامي هو البرنامج ده,اللي يوتوا قدامي هو البرنامج ده,neutral,neutral
"00:33:12,000","00:33:14,000",نعم,نعم,Yes,neutral,neutral
"00:33:14,000","00:33:16,000",فبطلب منها برضو السماح يعني,فبطلب منها برضو السماح يعني,So I will be able to allow it to allow,neutral,neutral
"00:33:16,000","00:33:18,000",فإنها حنينة والبهة كتير,فإنها حنينة والبهة كتير,فإنها حنينة والبهة كتير,admiration,mild
"00:33:18,000","00:33:20,000",والكلام اللي بتقوله ده دلوقتي كله من وراء البهة,والكلام اللي بتقوله ده دلوقتي كله من وراء البهة,والكلام اللي بتقوله ده دلوقتي كله من وراء البهة,annoyance,moderate
"00:33:22,000","00:33:24,000",فأنا واضحة من كده يعني,فأنا واضحة من كده يعني,I am clear from that means,neutral,neutral
"00:33:24,000","00:33:26,000",وأنا عشمانة,وأنا عشمانة,I am a herb,confusion,mild
"00:33:26,000","00:33:28,000",في أكتر من كده,في أكتر من كده,In more than that,neutral,neutral
"00:33:28,000","00:33:30,000",طيب,طيب,good,approval,mild
"00:33:32,000","00:33:34,000",ثلاثين ثاني فكري,ثلاثين ثاني فكري,Thirty Intellectual second,confusion,mild
"00:33:34,000","00:33:36,000",وهلأ بأخذ منك الجوال,وهلأ بأخذ منك الجوال,And I would take from you the mobile,desire,mild
"00:33:38,000","00:33:40,000",إليلا مشيرة كملي,إليلا مشيرة كملي,"Ealla, indicating Kamly",confusion,mild
"00:33:40,000","00:33:42,000",أنا بثلاثين ثاني فيك تحكم,أنا بثلاثين ثاني فيك تحكم,I am thirty in you,confusion,mild
"00:33:42,000","00:33:44,000",البيتنا ما شرقت يوم,البيتنا ما شرقت يوم,The Bitna did not east,confusion,mild
"00:33:44,000","00:33:46,000",ولا يومين ولا الثلاثة,ولا يومين ولا الثلاثة,Neither two days nor the three,neutral,neutral
"00:33:46,000","00:33:48,000",الناس ما بدعايل هالحاجة,الناس ما بدعايل هالحاجة,People do not invite this need,disapproval,mild
"00:33:48,000","00:33:50,000",الوكشة المشهد بينا,الوكشة المشهد بينا,"Al -Waksha, the scene between us",neutral,neutral
"00:33:50,000","00:33:52,000",الناس بدعايل الأيامات الحلوة,الناس بدعايل الأيامات الحلوة,People invite sweet days,neutral,neutral
"00:33:52,000","00:33:54,000",العاشوة واللحظات الحلوة,العاشوة واللحظات الحلوة,Lover and sweet moments,neutral,neutral
"00:33:54,000","00:33:56,000",إنتي فتكري ده خدتيه ببالك يعني,إنتي فتكري ده خدتيه ببالك يعني,"You think this is your cheeks, I mean",confusion,mild
"00:33:58,000","00:34:00,000",ما هون عليك أنا أجي وأطلع,ما هون عليك أنا أجي وأطلع,"What are you on you, I come and see",curiosity,mild
"00:34:00,000","00:34:02,000",قدام الناس,قدام الناس,In front of people,neutral,neutral
"00:34:02,000","00:34:04,000",وأطلعوا منك إنك إنتي سامحيني,وأطلعوا منك إنك إنتي سامحيني,And see you that you forgive me,neutral,neutral
"00:34:04,000","00:34:06,000",وبعدين,وبعدين,The vessaged,confusion,mild
"00:34:06,000","00:34:08,000",إنتي تكثر بخاطري يعني,إنتي تكثر بخاطري يعني,You are abundant in my mind,admiration,mild
"00:34:08,000","00:34:10,000",ما صنعون عليك,ما صنعون عليك,What do you make on you,curiosity,mild
"00:34:10,000","00:34:12,000",ما صنعون عليك الكلام دي,ما صنعون عليك الكلام دي,What do you have to speak?,curiosity,mild
"00:34:26,000","00:34:28,000",إنتي عملتك كده مخصوص صح؟,إنتي عملتك كده مخصوص صح؟,"You did this specific, right?",curiosity,mild
"00:34:28,000","00:34:30,000",عشان عارفاني ما بحب تكسر الخواتر,عشان عارفاني ما بحب تكسر الخواتر,عشان عارفاني ما بحب تكسر الخواتر,annoyance,mild
"00:34:30,000","00:34:32,000",لأنه طبعا أنا بعشان يكون عارفاتي,لأنه طبعا أنا بعشان يكون عارفاتي,"Because, of course, I know my knowledge",pride,mild
"00:34:32,000","00:34:34,000",من قلبي الكبير يعني,من قلبي الكبير يعني,"From my big heart, I mean",pride,mild
"00:34:36,000","00:34:38,000",فأنا بحتزر من كل قلبي,فأنا بحتزر من كل قلبي,I shake with all my heart,optimism,moderate
"00:34:38,000","00:34:40,000",ويعني ندمانة,ويعني ندمانة,It means regret,realization,mild
"00:34:40,000","00:34:42,000",لأنه أنا زعلتك في يوم من الأيام,لأنه أنا زعلتك في يوم من الأيام,Because I was upset one day,sadness,mild
"00:34:42,000","00:34:44,000",وخليت اللحظة اللي إنتي بتبكي فيها,وخليت اللحظة اللي إنتي بتبكي فيها,وخليت اللحظة اللي إنتي بتبكي فيها,sadness,moderate
"00:34:44,000","00:34:46,000",حاسي دمعة انجرت,حاسي دمعة انجرت,"Yesterday, a tear was buried",sadness,moderate
"00:34:46,000","00:34:48,000",فمعليش يعني,فمعليش يعني,"So, I mean",neutral,neutral
"00:34:48,000","00:34:50,000",فأنا عشمانة فيك أكتر من كده,فأنا عشمانة فيك أكتر من كده,I am more than you,pride,mild
"00:34:52,000","00:34:54,000",مشاعر,مشاعر,feelings,neutral,neutral
"00:34:54,000","00:34:56,000",أنا بعتد إنه اللي بيسامح أحياناً,أنا بعتد إنه اللي بيسامح أحياناً,I am the one who sometimes forgives,neutral,neutral
"00:34:56,000","00:34:58,000",بيكون هو عم بيكافئ نفسه ومش عم بيكافئ الآخر,بيكون هو عم بيكافئ نفسه ومش عم بيكافئ الآخر,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,neutral,neutral
"00:35:00,000","00:35:02,000",بيكون عم بيرضي نفسه ومش عم بيرضي الآخر,بيكون عم بيرضي نفسه ومش عم بيرضي الآخر,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,neutral,neutral
"00:35:02,000","00:35:04,000",وكون عم بيرضي الله,وكون عم بيرضي الله,And the fact that the uncle of God is satisfied,gratitude,mild
"00:35:04,000","00:35:06,000",ولذلك أنا بدي أسألك هلأ,ولذلك أنا بدي أسألك هلأ,So I want to ask you,curiosity,mild
"00:35:06,000","00:35:08,000",إذا بديك تسامحيها,إذا بديك تسامحيها,If you want to listen to it,curiosity,mild
"00:35:08,000","00:35:10,000",بتقولي لها سامحتك,بتقولي لها سامحتك,Tell her to forgive you,neutral,neutral
"00:35:10,000","00:35:12,000",بصفه نية,بصفه نية,In the capacity,neutral,neutral
"00:35:12,000","00:35:14,000",بترجعوا تفتحوا صفحة جديدة,بترجعوا تفتحوا صفحة جديدة,"Go back, open a new page",optimism,mild
"00:35:14,000","00:35:16,000",بنفتحها السيطار,بنفتحها السيطار,We open the stream,neutral,neutral
"00:35:16,000","00:35:18,000",تطلعوا سوا,تطلعوا سوا,Look at Sawa,neutral,neutral
"00:35:18,000","00:35:20,000",وإلا إذا ما بديك تسامحيها,وإلا إذا ما بديك تسامحيها,"Otherwise, if you want to listen to it",curiosity,mild
"00:35:20,000","00:35:22,000",أمرك لله وأمرها لله,أمرك لله وأمرها لله,I command you to God and command it to God,neutral,neutral
"00:35:22,000","00:35:24,000",كل واحدة تمشي بطريقة,كل واحدة تمشي بطريقة,Each one walks in a way,neutral,neutral
"00:35:24,000","00:35:26,000",هسامحها بس عشان حاجة واحدة,هسامحها بس عشان حاجة واحدة,هسامحها بس عشان حاجة واحدة,neutral,neutral
"00:35:26,000","00:35:28,000",شو هي؟,شو هي؟,What is she?,curiosity,mild
"00:35:28,000","00:35:30,000",عشان عشامها كبير فيه,عشان عشامها كبير فيه,عشان عشامها كبير فيه,admiration,mild
"00:35:30,000","00:35:32,000",وأنا ما حبك زر الخاطر,وأنا ما حبك زر الخاطر,I don’t love you button,disapproval,mild
"00:35:36,000","00:35:38,000",سامحتيها,سامحتيها,Forgive it,neutral,neutral
"00:35:38,000","00:35:40,000",والمسامح كريم,والمسامح كريم,And forgiveness Karim,neutral,neutral
"00:35:40,000","00:35:42,000",والمسامح كريم,والمسامح كريم,And forgiveness Karim,neutral,neutral
"00:36:06,000","00:36:08,000",شكرا لكم شكرا لكم اتنينكم,شكرا لكم شكرا لكم اتنينكم,"Thank you, thank you",gratitude,mild
"00:36:08,000","00:36:10,000",مشاعر شكرا ليك,مشاعر شكرا ليك,"Feelings, thank you",gratitude,mild
"00:36:10,000","00:36:12,000",وإن شاءالله,وإن شاءالله,And God willing,neutral,neutral
"00:36:12,000","00:36:14,000",ما تندمي على المفاجئة,ما تندمي على المفاجئة,What you regret the surprise,surprise,mild
"00:36:14,000","00:36:16,000",اللي عملنا لك ياها,اللي عملنا لك ياها,اللي عملنا لك ياها,surprise,mild
"00:36:16,000","00:36:18,000",وما تلومينا بعدين,وما تلومينا بعدين,We do not blame you two dimensions,neutral,neutral
"00:36:18,000","00:36:20,000",مشيء؟,مشيء؟,Murder?,surprise,intense
"00:36:20,000","00:36:22,000",شكرا لك,شكرا لك,Thank you,gratitude,mild
"00:36:22,000","00:36:24,000",وإذن,وإذن,And permission,neutral,neutral
"00:36:24,000","00:36:26,000",شكرا لكم,شكرا لكم,Thank you all,gratitude,mild
"00:36:26,000","00:36:28,000",شكرا لكم,شكرا لكم,Thank you all,gratitude,mild
"00:36:28,000","00:36:30,000",وإذن,وإذن,And permission,neutral,neutral
"00:36:30,000","00:36:32,000",شكرا لكم,شكرا لكم,Thank you all,gratitude,mild
"00:36:32,000","00:36:34,000",شكرا لكم,شكرا لكم,Thank you all,gratitude,mild
"00:36:34,000","00:36:36,000",وشيخ,وشيخ,And the sheikh,neutral,neutral
"00:36:36,000","00:36:38,000",أنا بشكرك بالله,أنا بشكرك بالله,I thank you,gratitude,mild
"00:36:38,000","00:36:40,000",شكرا انت واضح انك ست عاقلة,شكرا انت واضح انك ست عاقلة,"Thank you, you are clear that you are a rational six",admiration,mild
"00:36:40,000","00:36:42,000",وست قوية,وست قوية,Strong,admiration,mild
"00:36:42,000","00:36:44,000",بقى خدي بالك منها,بقى خدي بالك منها,My mind remained in it,confusion,mild
"00:36:44,000","00:36:46,000",لذلك تعتمد عليك,لذلك تعتمد عليك,So it depends on you,neutral,neutral
"00:36:46,000","00:36:48,000",وشكرا,وشكرا,Thank you,gratitude,mild
"00:36:48,000","00:36:50,000",تعبتنا ايه,تعبتنا ايه,What is we tired?,confusion,mild
"00:36:50,000","00:36:52,000",وبقى بعدين قصة,وبقى بعدين قصة,Then remain a story,neutral,neutral
"00:36:52,000","00:36:54,000",الدجاج,الدجاج,Chicken,neutral,neutral
"00:36:54,000","00:36:56,000",وقع تمشي وراء الدجاج بقى,وقع تمشي وراء الدجاج بقى,It fell behind the chicken.,neutral,neutral
"00:36:56,000","00:36:58,000",سامع,سامع,Audience,neutral,neutral
"00:36:58,000","00:37:00,000",بياخدوها لوين الدجاج,بياخدوها لوين الدجاج,They take it for the chicken,neutral,neutral
"00:37:00,000","00:37:02,000",عالزبالة,عالزبالة,Baba,neutral,neutral
"00:37:02,000","00:37:04,000",سلام,سلام,Hi,neutral,neutral
"00:37:14,000","00:37:16,000",تعبتني,تعبتني,Tired,neutral,neutral
"00:37:16,000","00:37:18,000",تعبتني والله,تعبتني والله,I am tired of God,neutral,neutral
"00:37:18,000","00:37:20,000",مش قليلي,مش قليلي,Not a few,neutral,neutral
"00:37:20,000","00:37:22,000",بس شفتها انا هي عم تتبوصها,بس شفتها انا هي عم تتبوصها,"But I saw it, I am a uncle of her",confusion,mild
"00:37:22,000","00:37:24,000",لمشيرة اكتر من مشيرة عم تتبوصها,لمشيرة اكتر من مشيرة عم تتبوصها,For a more signal than what you are not satisfied with,disapproval,mild
"00:37:24,000","00:37:26,000",على كل حال,على كل حال,In any case,neutral,neutral
"00:37:26,000","00:37:28,000",هذا المسامح كريم,هذا المسامح كريم,This homosexual is generous,admiration,mild
"00:37:28,000","00:37:30,000",الى قصة,الى قصة,To a story,neutral,neutral
